completionCode,trialNum,itemNum,condition,Value,sentence,conj1,conj2,ratingRT,is_sa,rating,suffix
CO490300,3,21,X-and-Y-siz,oldukça iyi,Mertcan dün akşam abi ve ablasız bir hayat düşündü.,abi,abla,8627,1,6,-sIz
CO490300,6,13,X-and-Y-siz,kötü,Emin geçen tatilde şehir ve köysüz bir gezi yaptı.,şehir,köy,9136,1,2,-sIz
CO490300,9,18,X-lik-and-Y-lik,iyi sayılır,Nevzat genç bir stajyerken okulluk ve camilik bir alanın korunmasını önerdi.,okul,cami,14093,0,4,-lIk
CO490300,12,8,X-ci-and-Y-ci,kötü,Selin tamir için kapıcı ve pencereci bir marangozla anlaşmış.,kapı,pencere,7137,0,2,-cI
CO490300,15,2,X-lik-and-Y-lik,iyi sayılır,Ömer yeni evine masalık ve sandalyelik bir renk seçti.,masa,sandalye,8597,0,4,-lIk
CO490300,18,14,X-li-and-Y-li,iyi,Elif küçük bir çocukken fareli ve aslanlı bir masal dinledi.,fare,aslan,7361,0,5,-lI
CO490300,21,22,X-li-and-Y-li,iyi sayılır,Yankı geçen yaz atlı ve balıklı bir tablo aldı.,at,balık,10447,0,4,-lI
CO490300,24,6,X-li-and-Y-li,iyi,Ali diyetteyken muzlu ve havuçlu bir kek yapardı.,muz,havuç,7616,0,5,-lI
CO490300,27,1,X-and-Y-ci,kötü,Emel geçen haftasonu çorap ve ayakkabıcı bir adamla tanıştı.,çorap,ayakkabı,9036,1,2,-cI
CO490300,30,23,X-and-Y-li,kötü,Jale geçen hafta çatal ve bıçaklı bir masa kurdu.,çatal,bıçak,7494,1,2,-lI
CO490300,33,7,X-and-Y-li,kötü,Dilek çeyiz alşverişi için battaniye ve halılı bir paket seçmiş.,battaniye,halı,15140,1,2,-lI
CO490300,36,32,X-ci-and-Y-ci,iyi,Aydan restorasyon projesi için tabancı ve tavancı bir ustayla görüştü.,taban,tavan,6055,0,5,-cI
CO490300,39,28,X-siz-and-Y-siz,oldukça iyi,Yasemin mezuniyetinden önce doktorsuz ve avukatsız bir mizansen canlandırdı.,avukat,doktor,5972,0,6,-sIz
CO490300,42,12,X-siz-and-Y-siz,iyi,Merve yeni hayatında evsiz ve bahçesiz bir şehir hayatı yaşıyor.,ev,bahçe,8937,0,5,-sIz
CO490300,45,24,X-ci-and-Y-ci,iyi,Neval ders çalışırken gözcü ve kulakçı bir doktorla konuştu.,göz,kulak,8907,0,5,-cI
CO490300,48,26,X-lik-and-Y-lik,kötü,Sinan gece yarısı hayaletlik ve canavarlık bir sahne tasarladı.,hayalet,canavar,6720,0,2,-lIk
CO490300,51,17,X-and-Y-ci,iyi,Eylül kamp yaparken tepe ve nehirci bir rehberle doğa yürüyüşüne çıktı.,tepe,nehir,8149,1,5,-cI
CO490300,54,4,X-siz-and-Y-siz,iyi,Burak tatlı için limonsuz ve portakalsız bir tarif bulmuş.,limon,portakal,6084,0,5,-sIz
CO490300,57,29,X-and-Y-siz,kötü,Melis çocuk kitabı için ejderha ve perisiz bir bölüm yazdı.,ejderha,peri,5804,1,2,-sIz
CO490300,60,20,X-siz-and-Y-siz,iyi,Fehime düğünden önce büyükannesiz ve dedesiz bir aile hayatını irdeledi.,büyükanne,dede,9406,0,5,-sIz
CO490300,63,27,X-and-Y-lik,kötü,Baran araştırması için orman ve çöllük bir alan çizdi.,orman,çöl,4987,1,2,-lIk
CO490300,66,25,X-and-Y-ci,kötü,İzel toplantı sırasında burun ve boyuncu bir doktordan bahsetti.,burun,boyun,10580,1,2,-cI
CO490300,69,5,X-and-Y-siz,oldukça kötü,Ece yılbaşı için tablo ve vazosuz bir masa seçti.,tablo,vazo,6069,1,1,-sIz
CO490300,72,31,X-and-Y-li,iyi,Tülay sonbahar koleksiyonu için gömlek ve pantolonlu bir kombin hazırladı.,gömlek,pantolon,4715,1,5,-lI
CO490300,75,30,X-li-and-Y-li,iyi,Asuman dergi yazısı için düğünlü ve cenazeli bir belgesel izledi.,cenaze,düğün,6805,0,5,-lI
CO490300,78,11,X-and-Y-lik,oldukça kötü,Ahmet yabancı bir üniversitede bilim ve teknolojilik bir dergi çıkardı.,bilim,teknoloji,4790,1,1,-lIk
CO490300,81,9,X-and-Y-ci,kötü,Zeynep bu hafta anne ve babacı bir yeğeniyle ilgilendi.,anne,baba,7421,1,2,-cI
CO490300,84,10,X-lik-and-Y-lik,kötü,Ali yeni firmada kedilik ve köpeklik bir tasarım yaptı.,kedi,köpek,7619,0,2,-lIk
CO490300,87,19,X-and-Y-lik,oldukça kötü,Zühre son yolculukta gece ve gündüzlük bir program belirledi.,gece,gündüz,7886,1,1,-lIk
CO490300,90,3,X-and-Y-lik,iyi sayılır,Leyla eski çarşıda atkı ve şapkalık bir askı beğenmiş.,atkı,şapka,6889,1,4,-lIk
CO490300,93,15,X-and-Y-li,kötü,Deniz misafir beklerken sürahi ve bardaklı bir konsept hazırladı.,sürahi,bardak,8803,1,2,-lI
CO490300,96,16,X-ci-and-Y-ci,oldukça kötü,Okan üniversite yıllarında çiftlikçi ve fabrikacı bir yatırımcıyla görüştü.,çiftlik,fabrika,6821,0,1,-cI
CO438265,2,19,X-lik-and-Y-lik,iyi sayılır,Zühre son yolculukta gecelik ve gündüzlük bir program belirledi.,gece,gündüz,9867,0,4,-lIk
CO438265,5,22,X-and-Y-siz,iyi sayılır,Yankı geçen yaz at ve balıksız bir menü denedi.,at,balık,8612,1,4,-sIz
CO438265,8,21,X-siz-and-Y-siz,oldukça iyi,Mertcan dün akşam abisiz ve ablasız bir hayat düşündü.,abi,abla,6761,0,6,-sIz
CO438265,11,27,X-lik-and-Y-lik,oldukça kötü,Baran araştırması için ormanlık ve çöllük bir alan çizdi.,orman,çöl,6544,0,1,-lIk
CO438265,14,3,X-lik-and-Y-lik,kötü,Leyla eski çarşıda atkılık ve şapkalık bir askı beğenmiş.,atkı,şapka,7528,0,2,-lIk
CO438265,17,23,X-li-and-Y-li,kötü sayılır,Jale geçen hafta çatallı ve bıçaklı bir masa kurdu.,çatal,bıçak,6813,0,3,-lI
CO438265,20,9,X-ci-and-Y-ci,oldukça kötü,Zeynep bu hafta anneci ve babacı bir yeğeniyle ilgilendi.,anne,baba,5547,0,1,-cI
CO438265,23,5,X-siz-and-Y-siz,kötü,Ece yılbaşı için tablosuz ve vazosuz bir masa seçti.,tablo,vazo,7211,0,2,-sIz
CO438265,26,6,X-and-Y-siz,kötü,Ali diyetteyken muz ve havuçsuz bir kek yapardı.,muz,havuç,6929,1,2,-sIz
CO438265,29,18,X-and-Y-ci,kötü,Nevzat genç bir stajyerken okul ve camici bir mimarın eserlerini inceledi.,okul,cami,8277,1,2,-cI
CO438265,32,20,X-and-Y-lik,iyi sayılır,Fehime düğünden önce büyükanne ve dedelik ilişkisi üzerine bir roman okudu.,büyükanne,dede,8379,1,4,-lIk
CO438265,35,14,X-and-Y-siz,iyi,Elif gençlik yıllarında fare ve aslansız bir oyun sahneledi.,fare,aslan,10063,1,5,-sIz
CO438265,38,25,X-ci-and-Y-ci,oldukça kötü,İzel toplantı sırasında buruncu ve boyuncu bir doktordan bahsetti.,burun,boyun,5546,0,1,-cI
CO438265,41,4,X-and-Y-lik,kötü sayılır,Burak tatlı için limon ve portakallık bir tabak hazırlamış.,limon,portakal,6262,1,3,-lIk
CO438265,44,26,X-and-Y-ci,oldukça kötü,Sinan gece yarısı hayalet ve canavarcı bir yazarla röportaj yaptı.,hayalet,canavar,4895,1,1,-cI
CO438265,47,2,X-and-Y-ci,kötü sayılır,Ömer yeni evine masa ve sandalyeci bir usta getirdi.,masa,sandalye,5427,1,3,-cI
CO438265,50,13,X-siz-and-Y-siz,kötü sayılır,Emin geçen tatilde şehirsiz ve köysüz bir gezi yaptı.,şehir,köy,11645,0,3,-sIz
CO438265,53,17,X-ci-and-Y-ci,oldukça kötü,Eylül kamp yaparken tepeci ve nehirci bir rehberle doğa yürüyüşüne çıktı.,tepe,nehir,7232,0,1,-cI
CO438265,56,8,X-and-Y-li,kötü,Selin tamir için kapı ve pencereli bir atölye tasarlamış.,kapı,pencere,6430,1,2,-lI
CO438265,59,29,X-siz-and-Y-siz,iyi sayılır,Melis çocuk kitabı için ejderhasız ve perisiz bir bölüm yazdı.,ejderha,peri,6724,0,4,-sIz
CO438265,62,11,X-lik-and-Y-lik,oldukça kötü,Ahmet yabancı bir üniversitede bilimlik ve teknolojilik bir dergi çıkardı.,bilim,teknoloji,4961,0,1,-lIk
CO438265,65,1,X-ci-and-Y-ci,iyi,Emel geçen haftasonu çorapçı ve ayakkabıcı bir adamla tanıştı.,çorap,ayakkabı,10389,0,5,-cI
CO438265,68,30,X-and-Y-siz,iyi,Asuman dergi yazısı için düğün ve cenazesiz bir program önerdi.,cenaze,düğün,8285,1,5,-sIz
CO438265,71,7,X-li-and-Y-li,iyi,Dilek çeyiz alşverişi için battaniyeli ve halılı bir paket seçmiş.,battaniye,halı,5620,0,5,-lI
CO438265,74,15,X-li-and-Y-li,kötü,Deniz misafir beklerken sürahili ve bardaklı bir konsept hazırladı.,sürahi,bardak,8297,0,2,-lI
CO438265,77,12,X-and-Y-lik,kötü,Merve aile mirasıyla ev ve bahçelik bir arsa satın aldı.,ev,bahçe,5643,1,2,-lIk
CO438265,80,32,X-and-Y-li,kötü,Aydan restorasyon projesi için taban ve tavanlı bir plan çizdi.,taban,tavan,11255,1,2,-lI
CO438265,83,31,X-li-and-Y-li,iyi,Tülay sonbahar koleksiyonu için gömlekli ve pantolonlu bir kombin hazırladı.,gömlek,pantolon,4900,0,5,-lI
CO438265,86,16,X-and-Y-li,kötü sayılır,Okan üniversite yıllarında çiftlik ve fabrikalı bir işletme kurdu.,çiftlik,fabrika,5079,1,3,-lI
CO438265,89,24,X-and-Y-li,oldukça kötü,Neval ders çalışırken göz ve kulaklı bir robot gördü.,göz,kulak,3912,1,1,-lI
CO438265,92,10,X-and-Y-ci,oldukça kötü,Ali her hafta kedi ve köpekçi bir komşusuyla sohbet eder.,kedi,köpek,4535,1,1,-cI
CO438265,95,28,X-and-Y-lik,oldukça kötü,Yasemin mezuniyetinden önce doktor ve avukatlık bir kimlik seçti.,avukat,doktor,4931,1,1,-lIk
CO15242,3,6,X-siz-and-Y-siz,iyi,Ali diyetteyken muzsuz ve havuçsuz bir kek yapardı.,muz,havuç,16730,0,5,-sIz
CO15242,6,22,X-siz-and-Y-siz,kötü,Yankı geçen yaz atsız ve balıksız bir menü denedi.,at,balık,11592,0,2,-sIz
CO15242,9,8,X-li-and-Y-li,iyi sayılır,Selin tamir için kapılı ve pencereli bir atölye tasarlamış.,kapı,pencere,10907,0,4,-lI
CO15242,12,30,X-siz-and-Y-siz,iyi sayılır,Asuman dergi yazısı için düğünsüz ve cenazesiz bir program önerdi.,cenaze,düğün,16161,0,4,-sIz
CO15242,15,7,X-and-Y-siz,kötü sayılır,Dilek çeyiz alşverişi için battaniye ve halısız bir paket seçmiş.,battaniye,halı,15673,1,3,-sIz
CO15242,18,17,X-and-Y-li,iyi,Eylül kamp yaparken tepe ve nehirli bir alan seçti.,tepe,nehir,8207,1,5,-lI
CO15242,21,14,X-siz-and-Y-siz,iyi sayılır,Elif gençlik yıllarında faresiz ve aslansız bir oyun sahneledi.,fare,aslan,4684,0,4,-sIz
CO15242,24,24,X-li-and-Y-li,iyi,Neval ders çalışırken gözlü ve kulaklı bir robot gördü.,göz,kulak,8418,0,5,-lI
CO15242,27,5,X-and-Y-lik,kötü sayılır,Ece yılbaşı için tablo ve vazoluk bir masa aldı.,tablo,vazo,6272,1,3,-lIk
CO15242,30,4,X-lik-and-Y-lik,kötü sayılır,Burak tatlı için limonluk ve portakallık bir tabak hazırlamış.,limon,portakal,8295,0,3,-lIk
CO15242,33,32,X-li-and-Y-li,kötü sayılır,Aydan restorasyon projesi için tabanlı ve tavanlı bir plan çizdi.,taban,tavan,8915,0,3,-lI
CO15242,36,21,X-and-Y-lik,iyi sayılır,Mertcan dün akşam abi ve ablalık bir hediye aldı.,abi,abla,9357,1,4,-lIk
CO15242,39,3,X-and-Y-ci,kötü,Leyla eski çarşıda atkı ve şapkacı bir tuhafiyeye uğrayacakmış.,atkı,şapka,5995,1,2,-cI
CO15242,42,18,X-ci-and-Y-ci,kötü sayılır,Nevzat genç bir stajyerken okulcu ve camici bir mimarın eserlerini inceledi.,okul,cami,10031,0,3,-cI
CO15242,45,29,X-and-Y-lik,oldukça kötü,Melis çocuk kitabı için ejderha ve perilik bir seri başlatmayı düşündü.,ejderha,peri,5467,1,1,-lIk
CO15242,48,2,X-ci-and-Y-ci,oldukça kötü,Ömer yeni evine masacı ve sandalyeci bir usta getirdi.,masa,sandalye,4224,0,1,-cI
CO15242,51,28,X-lik-and-Y-lik,kötü sayılır,Yasemin mezuniyetinden önce doktorluk ve avukatlık bir kimlik seçti.,avukat,doktor,16092,0,3,-lIk
CO15242,54,12,X-lik-and-Y-lik,kötü,Merve aile mirasıyla evlik ve bahçelik bir arsa satın aldı.,ev,bahçe,7576,0,2,-lIk
CO15242,57,16,X-li-and-Y-li,kötü sayılır,Okan üniversite yıllarında çiftlikli ve fabrikalı bir işletme kurdu.,çiftlik,fabrika,8296,0,3,-lI
CO15242,60,26,X-ci-and-Y-ci,kötü sayılır,Sinan gece yarısı hayaletçi ve canavarcı bir yazarla röportaj yaptı.,hayalet,canavar,4187,0,3,-cI
CO15242,63,23,X-and-Y-siz,kötü sayılır,Jale geçen hafta çatal ve bıçaksız bir piknik yaptı.,çatal,bıçak,4226,1,3,-sIz
CO15242,66,13,X-and-Y-lik,kötü sayılır,Emin geçen tatilde şehir ve köylük bir bölgeyi gezdi.,şehir,köy,4468,1,3,-lIk
CO15242,69,1,X-and-Y-li,kötü sayılır,Emel geçen haftasonu çorap ve ayakkabılı bir takım aldı.,çorap,ayakkabı,5545,1,3,-lI
CO15242,72,27,X-and-Y-ci,kötü sayılır,Baran araştırması için orman ve çölcü bir araştırmacıyla anlaştı.,orman,çöl,15558,1,3,-cI
CO15242,75,15,X-and-Y-siz,iyi sayılır,Deniz misafir beklerken sürahi ve bardaksız bir sofra kurdu.,sürahi,bardak,5504,1,4,-sIz
CO15242,78,20,X-lik-and-Y-lik,oldukça kötü,Fehime düğünden önce büyükannelik ve dedelik ilişkisi üzerine bir roman okudu.,büyükanne,dede,4394,0,1,-lIk
CO15242,81,11,X-and-Y-ci,iyi sayılır,Ahmet yabancı bir üniversitede bilim ve teknolojici bir araştırmaya katıldı.,bilim,teknoloji,9098,1,4,-cI
CO15242,84,31,X-and-Y-siz,kötü,Tülay sonbahar koleksiyonu için gömlek ve pantolonsuz bir katalog inceledi.,gömlek,pantolon,5303,1,2,-sIz
CO15242,87,10,X-ci-and-Y-ci,kötü,Ali her hafta kedici ve köpekçi bir komşusuyla sohbet eder.,kedi,köpek,6042,0,2,-cI
CO15242,90,19,X-and-Y-ci,kötü sayılır,Zühre son yolculukta gece ve gündüzcü bir rehberle tanıştı.,gece,gündüz,5837,1,3,-cI
CO15242,93,9,X-and-Y-li,kötü,Zeynep bu hafta anne ve babalı bir toplantıya katıldı.,anne,baba,4703,1,2,-lI
CO15242,96,25,X-and-Y-li,kötü,İzel toplantı sırasında burun ve boyunlu bir maske inceledi.,burun,boyun,6814,1,2,-lI
CO420207,3,7,X-and-Y-siz,iyi sayılır,Dilek çeyiz alşverişi için battaniye ve halısız bir paket seçmiş.,battaniye,halı,7819,1,4,-sIz
CO420207,6,10,X-ci-and-Y-ci,kötü,Ali her hafta kedici ve köpekçi bir komşusuyla sohbet eder.,kedi,köpek,7814,0,2,-cI
CO420207,9,24,X-li-and-Y-li,kötü sayılır,Neval ders çalışırken gözlü ve kulaklı bir robot gördü.,göz,kulak,13173,0,3,-lI
CO420207,12,23,X-and-Y-siz,iyi,Jale geçen hafta çatal ve bıçaksız bir piknik yaptı.,çatal,bıçak,13094,1,5,-sIz
CO420207,15,4,X-lik-and-Y-lik,kötü sayılır,Burak tatlı için limonluk ve portakallık bir tabak hazırlamış.,limon,portakal,8688,0,3,-lIk
CO420207,18,26,X-ci-and-Y-ci,kötü,Sinan gece yarısı hayaletçi ve canavarcı bir yazarla röportaj yaptı.,hayalet,canavar,11084,0,2,-cI
CO420207,21,16,X-li-and-Y-li,kötü,Okan üniversite yıllarında çiftlikli ve fabrikalı bir işletme kurdu.,çiftlik,fabrika,12840,0,2,-lI
CO420207,24,14,X-siz-and-Y-siz,iyi,Elif gençlik yıllarında faresiz ve aslansız bir oyun sahneledi.,fare,aslan,7145,0,5,-sIz
CO420207,27,27,X-and-Y-ci,kötü,Baran araştırması için orman ve çölcü bir araştırmacıyla anlaştı.,orman,çöl,7885,1,2,-cI
CO420207,30,31,X-and-Y-siz,iyi,Tülay sonbahar koleksiyonu için gömlek ve pantolonsuz bir katalog inceledi.,gömlek,pantolon,8971,1,5,-sIz
CO420207,33,1,X-and-Y-li,iyi,Emel geçen haftasonu çorap ve ayakkabılı bir takım aldı.,çorap,ayakkabı,8497,1,5,-lI
CO420207,36,5,X-and-Y-lik,kötü,Ece yılbaşı için tablo ve vazoluk bir masa aldı.,tablo,vazo,6695,1,2,-lIk
CO420207,39,8,X-li-and-Y-li,iyi sayılır,Selin tamir için kapılı ve pencereli bir atölye tasarlamış.,kapı,pencere,13752,0,4,-lI
CO420207,42,2,X-ci-and-Y-ci,kötü sayılır,Ömer yeni evine masacı ve sandalyeci bir usta getirdi.,masa,sandalye,6665,0,3,-cI
CO420207,45,21,X-and-Y-lik,oldukça kötü,Mertcan dün akşam abi ve ablalık bir hediye aldı.,abi,abla,7277,1,1,-lIk
CO420207,48,32,X-li-and-Y-li,iyi sayılır,Aydan restorasyon projesi için tabanlı ve tavanlı bir plan çizdi.,taban,tavan,13653,0,4,-lI
CO420207,51,30,X-siz-and-Y-siz,kötü sayılır,Asuman dergi yazısı için düğünsüz ve cenazesiz bir program önerdi.,cenaze,düğün,5508,0,3,-sIz
CO420207,54,25,X-and-Y-li,iyi sayılır,İzel toplantı sırasında burun ve boyunlu bir maske inceledi.,burun,boyun,6423,1,4,-lI
CO420207,57,29,X-and-Y-lik,iyi sayılır,Melis çocuk kitabı için ejderha ve perilik bir seri başlatmayı düşündü.,ejderha,peri,12773,1,4,-lIk
CO420207,60,13,X-and-Y-lik,iyi sayılır,Emin geçen tatilde şehir ve köylük bir bölgeyi gezdi.,şehir,köy,9112,1,4,-lIk
CO420207,63,22,X-siz-and-Y-siz,kötü,Yankı geçen yaz atsız ve balıksız bir menü denedi.,at,balık,8588,0,2,-sIz
CO420207,66,28,X-lik-and-Y-lik,iyi sayılır,Yasemin mezuniyetinden önce doktorluk ve avukatlık bir kimlik seçti.,avukat,doktor,8116,0,4,-lIk
CO420207,69,12,X-lik-and-Y-lik,kötü sayılır,Merve aile mirasıyla evlik ve bahçelik bir arsa satın aldı.,ev,bahçe,5598,0,3,-lIk
CO420207,72,9,X-and-Y-li,iyi sayılır,Zeynep bu hafta anne ve babalı bir toplantıya katıldı.,anne,baba,4593,1,4,-lI
CO420207,75,20,X-lik-and-Y-lik,iyi sayılır,Fehime düğünden önce büyükannelik ve dedelik ilişkisi üzerine bir roman okudu.,büyükanne,dede,5666,0,4,-lIk
CO420207,78,17,X-and-Y-li,kötü sayılır,Eylül kamp yaparken tepe ve nehirli bir alan seçti.,tepe,nehir,15463,1,3,-lI
CO420207,81,11,X-and-Y-ci,kötü,Ahmet yabancı bir üniversitede bilim ve teknolojici bir araştırmaya katıldı.,bilim,teknoloji,10656,1,2,-cI
CO420207,84,18,X-ci-and-Y-ci,kötü sayılır,Nevzat genç bir stajyerken okulcu ve camici bir mimarın eserlerini inceledi.,okul,cami,4927,0,3,-cI
CO420207,87,6,X-siz-and-Y-siz,kötü sayılır,Ali diyetteyken muzsuz ve havuçsuz bir kek yapardı.,muz,havuç,4814,0,3,-sIz
CO420207,90,3,X-and-Y-ci,kötü,Leyla eski çarşıda atkı ve şapkacı bir tuhafiyeye uğrayacakmış.,atkı,şapka,7032,1,2,-cI
CO420207,93,15,X-and-Y-siz,iyi sayılır,Deniz misafir beklerken sürahi ve bardaksız bir sofra kurdu.,sürahi,bardak,5630,1,4,-sIz
CO420207,96,19,X-and-Y-ci,oldukça kötü,Zühre son yolculukta gece ve gündüzcü bir rehberle tanıştı.,gece,gündüz,7134,1,1,-cI
CO339043,2,30,X-ci-and-Y-ci,kötü,Asuman dergi yazısı için düğüncü ve cenazeci bir fotoğrafçıyla anlaştı.,cenaze,düğün,29725,0,2,-cI
CO339043,5,32,X-lik-and-Y-lik,iyi,Aydan restorasyon projesi için tabanlık ve tavanlık bir malzeme seçti.,taban,tavan,24483,0,5,-lIk
CO339043,8,11,X-and-Y-siz,kötü,Ahmet yabancı bir üniversitede bilim ve teknolojisiz bir düşünceyi eleştirdi.,bilim,teknoloji,16850,1,2,-sIz
CO339043,11,18,X-siz-and-Y-siz,kötü sayılır,Nevzat genç bir stajyerken okulsuz ve camisiz bir projeye destek verdi.,okul,cami,21397,0,3,-sIz
CO339043,14,2,X-siz-and-Y-siz,oldukça iyi,Ömer yeni evine masasız ve sandalyesiz bir mobilya takımı aldı.,masa,sandalye,18770,0,6,-sIz
CO339043,17,4,X-li-and-Y-li,oldukça iyi,Burak tatlı için limonlu ve portakallı bir tarif bulmuş.,limon,portakal,12747,0,6,-lI
CO339043,20,6,X-ci-and-Y-ci,kötü sayılır,Ali diyetteyken muzcu ve havuççu bir tezgahtara uğrardı.,muz,havuç,16199,0,3,-cI
CO339043,23,8,X-lik-and-Y-lik,kötü sayılır,Selin tamir için kapılık ve pencerelik bir desen seçmiş.,kapı,pencere,13377,0,3,-lIk
CO339043,26,17,X-and-Y-lik,oldukça kötü,Eylül kamp yaparken tepe ve nehirlik bir arazi satın aldı.,tepe,nehir,10502,1,1,-lIk
CO339043,29,16,X-lik-and-Y-lik,kötü sayılır,Okan üniversite yıllarında çiftliklik ve fabrikalık bir proje sundu.,çiftlik,fabrika,12495,0,3,-lIk
CO339043,32,25,X-and-Y-lik,oldukça kötü,İzel toplantı sırasında burun ve boyunluk bir atkı ördü.,burun,boyun,8802,1,1,-lIk
CO339043,35,3,X-and-Y-siz,kötü sayılır,Leyla eski çarşıda atkı ve şapkasız bir çocuğa acımış.,atkı,şapka,7099,1,3,-sIz
CO339043,38,21,X-and-Y-li,kötü,Mertcan dün akşam abi ve ablalı bir fotoğraf gösterdi.,abi,abla,9296,1,2,-lI
CO339043,41,19,X-and-Y-siz,kötü,Zühre son yolculukta gece ve gündüzsüz bir tren yolculuğu önerdi.,gece,gündüz,13240,1,2,-sIz
CO339043,44,23,X-and-Y-ci,kötü,Jale geçen hafta çatal ve bıçakçı bir esnaftan alışveriş yaptı.,çatal,bıçak,30752,1,2,-cI
CO339043,47,29,X-and-Y-li,kötü sayılır,Melis çocuk kitabı için ejderha ve perili bir sahne tasarladı.,ejderha,peri,14257,1,3,-lI
CO339043,50,15,X-and-Y-ci,kötü,Deniz misafir beklerken sürahi ve bardakçı bir antikacıdan alışveriş yaptı.,sürahi,bardak,10480,1,2,-cI
CO339043,53,28,X-li-and-Y-li,kötü,Yasemin mezuniyetinden önce doktorlu ve avukatlı bir skeç yazdı.,avukat,doktor,6284,0,2,-lI
CO339043,56,14,X-ci-and-Y-ci,oldukça kötü,Elif gençlik yıllarında fareci ve aslancı bir hikaye yazdı.,fare,aslan,5722,0,1,-cI
CO339043,59,1,X-and-Y-lik,kötü sayılır,Emel geçen haftasonu çorap ve ayakkabılık bir dolap aldı.,çorap,ayakkabı,11701,1,3,-lIk
CO339043,62,12,X-li-and-Y-li,kötü sayılır,Merve yaz tatilinde evli ve bahçeli bir tatil köyünü ziyaret etti.,ev,bahçe,8893,0,3,-lI
CO339043,65,9,X-and-Y-lik,kötü,Zeynep yıllar önce anne ve babalık bir görev üstlendi.,anne,baba,7698,1,2,-lIk
CO339043,68,10,X-siz-and-Y-siz,iyi sayılır,Ali uzun zamandır kedisiz ve köpeksiz bir apartmanda yaşıyor.,kedi,köpek,9603,0,4,-sIz
CO339043,71,24,X-lik-and-Y-lik,kötü,Neval ders çalışırken gözlük ve kulaklık bir kutu açtı.,göz,kulak,6075,0,2,-lIk
CO339043,74,5,X-and-Y-li,kötü,Ece yılbaşı için tablo ve vazolu bir masa aldı.,tablo,vazo,9134,1,2,-lI
CO339043,77,7,X-and-Y-ci,iyi sayılır,Dilek çeyiz alşverişi için battaniye ve halıcı bir züccaciyeciye gidecekmiş.,battaniye,halı,14173,1,4,-cI
CO339043,80,13,X-and-Y-li,kötü,Emin geçen tatilde şehir ve köylü bir topluluk projesine katıldı.,şehir,köy,13094,1,2,-lI
CO339043,83,27,X-and-Y-siz,kötü sayılır,Baran araştırması için orman ve çölsüz bir bölge seçti.,orman,çöl,7621,1,3,-sIz
CO339043,86,22,X-ci-and-Y-ci,kötü,Yankı geçen yaz atçı ve balıkçı bir işletme sahibiyle tanıştı.,at,balık,7029,0,2,-cI
CO339043,89,26,X-siz-and-Y-siz,iyi sayılır,Sinan gece yarısı hayaletsiz ve canavarsız bir film izledi.,hayalet,canavar,5457,0,4,-sIz
CO339043,92,31,X-and-Y-ci,kötü,Tülay sonbahar koleksiyonu için gömlek ve pantoloncu bir tasarımcıyla tanıştı.,gömlek,pantolon,13500,1,2,-cI
CO339043,95,20,X-li-and-Y-li,oldukça kötü,Fehime düğünden önce büyükanneli ve dedeli bir aile hayatını irdeledi.,büyükanne,dede,8032,0,1,-lI
CO970457,2,22,X-and-Y-li,iyi sayılır,Yankı geçen yaz at ve balıklı bir tablo aldı.,at,balık,9408,1,4,-lI
CO970457,5,29,X-li-and-Y-li,iyi sayılır,Melis çocuk kitabı için ejderhalı ve perili bir sahne tasarladı.,ejderha,peri,11837,0,4,-lI
CO970457,8,28,X-and-Y-siz,iyi,Yasemin mezuniyetinden önce doktor ve avukatsız bir mizansen canlandırdı.,avukat,doktor,10388,1,5,-sIz
CO970457,11,1,X-lik-and-Y-lik,iyi sayılır,Emel geçen haftasonu çoraplık ve ayakkabılık bir dolap aldı.,çorap,ayakkabı,10262,0,4,-lIk
CO970457,14,31,X-ci-and-Y-ci,iyi sayılır,Tülay sonbahar koleksiyonu için gömlekçi ve pantoloncu bir tasarımcıyla tanıştı.,gömlek,pantolon,11420,0,4,-cI
CO970457,17,17,X-lik-and-Y-lik,iyi,Eylül kamp yaparken tepelik ve nehirlik bir arazi satın aldı.,tepe,nehir,6101,0,5,-lIk
CO970457,20,23,X-ci-and-Y-ci,iyi sayılır,Jale geçen hafta çatalcı ve bıçakçı bir esnaftan alışveriş yaptı.,çatal,bıçak,6132,0,4,-cI
CO970457,23,9,X-lik-and-Y-lik,iyi sayılır,Zeynep yıllar önce annelik ve babalık bir görev üstlendi.,anne,baba,5575,0,4,-lIk
CO970457,26,11,X-siz-and-Y-siz,iyi sayılır,Ahmet yabancı bir üniversitede bilimsiz ve teknolojisiz bir düşünceyi eleştirdi.,bilim,teknoloji,9163,0,4,-sIz
CO970457,29,3,X-siz-and-Y-siz,iyi,Leyla eski çarşıda atkısız ve şapkasız bir çocuğa acımış.,atkı,şapka,5835,0,5,-sIz
CO970457,32,30,X-and-Y-li,iyi,Asuman dergi yazısı için düğün ve cenazeli bir belgesel izledi.,cenaze,düğün,8690,1,5,-lI
CO970457,35,5,X-li-and-Y-li,iyi,Ece yılbaşı için tablolu ve vazolu bir masa aldı.,tablo,vazo,4964,0,5,-lI
CO970457,38,25,X-lik-and-Y-lik,iyi,İzel toplantı sırasında burunluk ve boyunluk bir atkı ördü.,burun,boyun,4249,0,5,-lIk
CO970457,41,27,X-siz-and-Y-siz,iyi,Baran araştırması için ormansız ve çölsüz bir bölge seçti.,orman,çöl,6957,0,5,-sIz
